"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","DATN","DATN_ATTRIBUTES","DATX","DATX_ATTRIBUTES","DWPR","DWPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDTN","MDTN_ATTRIBUTES","MDTX","MDTX_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-15",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-16",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-17",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-18",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-19",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-20",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-21",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-22",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-23",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-24",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-25",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-26",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-27",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-28",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-29",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2013-11-30",,,,,,,,,,,,,,,"0.48",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-01",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-02",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-03",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-04",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-05",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-06",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-07",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-08",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-09",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-10",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-11",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-12",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-13",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-14",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-15",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-16",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-17",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-18",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-19",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-20",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-21",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-22",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-23",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-24",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-25",,,,,,,,,,,,,,,"0.03",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-26",,,,,,,,,,,,,,,"0.20",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-27",,,,,,,,,,,,,,,"0.41",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-28",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-29",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-04-30",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-01",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-02",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-03",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-04",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-05",,,,,,,,,,,,,,,"0.05",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-06",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-07",,,,,,,,,,,,,,,"1.57",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-08",,,,,,,,,,,,,,,"0.11",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-09",,,,,,,,,,,,,,,"0.01",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-10",,,,,,,,,,,,,,,"0.02",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-11",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-12",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-13",,,,,,,,,,,,,,,"0.16",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-14",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-15",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-16",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-17",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-18",,,,,,,,,,,,,,,"0.08",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-19",,,,,,,,,,,,,,,"0.03",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-20",,,,,,,,,,,,,,,"0.13",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-21",,,,,,,,,,,,,,,"0.52",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-22",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-23",,,,,,,,,,,,,,,"1.22",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-24",,,,,,,,,,,,,,,"0.48",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-25",,,,,,,,,,,,,,,"0.13",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-26",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-27",,,,,,,,,,,,,,,"0.16",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-28",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-29",,,,,,,,,,,,,,,"0.02",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-30",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-05-31",,,,,,,,,,,,,,,"0.05",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-01",,,,,,,,,,,,,,,"0.08",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-02",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-03",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-04",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-05",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-06",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-07",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-08",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-09",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-10",,,,,,,,,,,,,,,"0.32",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-11",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-12",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-13",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-14",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-15",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-16",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-17",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-18",,,,,,,,,,,,,,,"1.42",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-19",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-20",,,,,,,,,,,,,,,"0.24",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-21",,,,,,,,,,,,,,,"0.05",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-22",,,,,,,,,,,,,,,"0.48",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-23",,,,,,,,,,,,,,,"0.16",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-24",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-25",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-26",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-27",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-28",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-29",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009151","SUBIACO TREATMENT PLANT, AS","-31.9556","115.7928","20.0","2014-06-30",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-01",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-02",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-03",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-04",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-05",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-06",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-07",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-08",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-09",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-10",,,,,,,,,,,,,,,"1.10",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-11",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-12",,,,,,,,,,,,,,,"0.28",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-13",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-14",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-15",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-16",,,,,,,,,,,,,,,"0.51",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-17",,,,,,,,,,,,,,,"0.79",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-18",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-19",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-20",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-21",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-22",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-23",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-24",,,,,,,,,,,,,,,"0.83",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-25",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-26",,,,,,,,,,,,,,,"0.63",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-27",,,,,,,,,,,,,,,"1.14",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-28",,,,,,,,,,,,,,,"0.43",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-29",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-30",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-07-31",,,,,,,,,,,,,,,"0.28",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-01",,,,,,,,,,,,,,,"0.08",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-02",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-03",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-04",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-05",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-06",,,,,,,,,,,,,,,"0.51",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-07",,,,,,,,,,,,,,,"0.24",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-08",,,,,,,,,,,,,,,"1.81",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-09",,,,,,,,,,,,,,,"1.42",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-10",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-11",,,,,,,,,,,,,,,"0.16",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-12",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-13",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-14",,,,,,,,,,,,,,,"0.28",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-15",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-16",,,,,,,,,,,,,,,"1.02",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-17",,,,,,,,,,,,,,,"0.20",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-18",,,,,,,,,,,,,,,"0.04",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-19",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-20",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-21",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-22",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-23",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-24",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-25",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-26",,,,,,,,,,,,,,,"0.39",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-27",,,,,,,,,,,,,,,"0.12",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-28",,,,,,,,,,,,,,,"1.02",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-29",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-30",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-08-31",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-01",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-02",,,,,,,,,,,,,,,"0.02",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-03",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-04",,,,,,,,,,,,,,,"0.94",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-05",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-06",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-07",,,,,,,,,,,,,,,"0.08",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-08",,,,,,,,,,,,,,,"0.75",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-09",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
"ASN00009031","MUNDARING WEIR, AS","-31.9564","116.1642","190.0","2013-09-10",,,,,,,,,,,,,,,"0.00",",,a",,,,,,
